description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 46206: Hikers observe a tall human-like figure near Rawley Springs | Class B | Rockingham County 	2014-08-07T12:00:00Z	-79.02109	38.51591	46206	B	51165	Rockingham	VA
Report 13345: Possible stalking at Hildene Mansion grounds, near Manchester | Class B | Bennington County 	2005-08-25T12:00:00Z	-73.0723	43.1635	13345	B	50003	Bennington	VT
Report 60: Missing Cattle and large footprints found | Class B | Skagit County 	1994-05-13T12:00:00Z	-121.8053	48.64055999999999	60	B	53057	Skagit	WA
Report 77: Couple hear vocalizations while camping at Milk Lake | Class B | Kittitas County 	1983-09-01T12:00:00Z	-121.0922	46.98333	77	B	53077	Yakima	WA
Report 89: Fishermen hear large animal crashing through the brush in the Blue Mountains | Class B | Columbia County 	2000-07-24T12:00:00Z	-117.6767	46.33333	89	B	53013	Columbia	WA
Report 270: Campers awakened by late-night visitor in the Indian Heaven Wilderness | Class B | Skamania County 	1985-07-01T12:00:00Z	-122.1914	46.04722	270	B	53059	Skamania	WA
Report 283: Couple hear sounds and find footprints near Hoodsport | Class B | Mason County 	1992-08-29T12:00:00Z	-123.1967	47.5616	283	B	53045	Mason	WA
Report 337: Man working his land hears rock against wood sound and distant answer | Class B | Pierce County 	2000-08-16T12:00:00Z	-122.5386	47.0044	337	B	53053	Pierce	WA
Report 382: Campers hear screams and wood knocking near Bumping Lake | Class B | Yakima County 	2000-07-21T12:00:00Z	-121.3051	46.8733	382	B	53077	Yakima	WA
Report 391: Blocking of walking trail | Class B | Snohomish County 	1999-05-12T12:00:00Z	-122.1914	47.79111000000001	391	B	53061	Snohomish	WA
Report 422: Campers hear possible vocalizations in the Okanogon Nat. Forest | Class B | Okanogan County 	2000-10-06T12:00:00Z	-120.5122	48.59694	422	B	53047	Okanogan	WA
Report 568: Loud low moan then rose quickly to a high pitched scream heard | Class B | Lewis County 	1990-09-22T12:00:00Z	-122.3442	46.71	568	B	53041	Lewis	WA
Report 741: Hunter finds unrecognizable scat near Guler Mountain.  | Class B | Klickitat County 	2000-09-14T12:00:00Z	-121.5825	45.91694	741	B	53039	Klickitat	WA
Report 925: Backpacker observes a tall, early morning visitor in camp | Class B | Chelan County 	1968-08-30T12:00:00Z	-120.835	47.495	925	B	53007	Chelan	WA
Report 927: Campers hear loud animal "roars", from inside the treeline of a clear-cut | Class B | Chelan County 	1975-08-10T12:00:00Z	-120.9591	47.8498	927	B	53007	Chelan	WA
Report 928: Hikers find tracks and a possible nest | Class B | Chelan County 	1977-05-22T12:00:00Z	-120.6705	47.4644	928	B	53007	Chelan	WA
Report 929: Camper experiences odd odors and sounds, feels presence | Class B | Clallam County 	1997-05-15T12:00:00Z	-123.5864	48.0281	929	B	53009	Clallam	WA
Report 937: Witnesses hear odd, loud vocalization while in the forest traveling on a logging road | Class B | Clark County 	1985-06-28T12:00:00Z	-122.3353	45.68999999999999	937	B	53011	Clark	WA
Report 942: 17-18 inch tracks in the mud | Class B | Jefferson County 	1996-04-14T12:00:00Z	-122.8994	47.7442	942	B	53031	Jefferson	WA
Report 967: Teenage dirt bike riders hear screams | Class B | Snohomish County 	1974-07-06T12:00:00Z	-121.6406	48.02611	967	B	53061	Snohomish	WA
Report 1043: Mother relates story of daughter sighting a large animal near Mill A School | Class B | Skamania County 	1950-05-01T12:00:00Z	-121.6508	45.75056	1043	B	53059	Skamania	WA
Report 1109: Campers hear vocalizations near Clear Lake | Class B | Chelan County 	2000-07-15T12:00:00Z	-120.3	47.29833	1109	B	53007	Chelan	WA
Report 1131: Hunter hears strange noises near Montesano | Class B | Grays Harbor County 	2000-12-01T12:00:00Z	-124.053	47.04130000000001	1131	B	53027	Grays Harbor	WA
Report 1160: Woman hears unrecognizable vocalizations near Cle Elum | Class B | Kittitas County 	1997-01-01T12:00:00Z	-120.7967	47.14472	1160	B	53037	Kittitas	WA
Report 1227: Tracks found on an old logging trail.  | Class B | Grays Harbor County 	1996-04-17T12:00:00Z	-123.6619	47.01139	1227	B	53027	Grays Harbor	WA
Report 1263: Rooks Park Investigation | Class B | Walla Walla County 	2001-01-16T12:00:00Z	-117.9486	46.03333	1263	B	53013	Columbia	WA
Report 1384: Vocalizations heard by hikers | Class B | King County 	1970-05-13T12:00:00Z	-121.7569	47.5225	1384	B	53033	King	WA
Report 1385: High pitched wailing scream echoed off mountainside.  | Class B | King County 	1984-08-15T12:00:00Z	-121.4317	47.425	1385	B	53033	King	WA
Report 1386: Two unsusual man-like tracks discovered | Class B | King County 	1998-05-18T12:00:00Z	-121.5356	47.3958	1386	B	53033	King	WA
Report 1389: Hikers hear loud vocal exchanges on Grass Mountain.  | Class B | King County 	1995-09-13T12:00:00Z	-121.7565	47.1998	1389	B	53033	King	WA
Report 1394: Campers hear loud guttral, high pitched  sceams.  | Class B | Kittitas County 	1997-07-05T12:00:00Z	-120.8908	47.25722	1394	B	53037	Kittitas	WA
Report 1438: Barefoot tracks and whistling heard while hunting | Class B | Yakima County 	2000-10-28T12:00:00Z	-121.2692	46.93333	1438	B	53077	Yakima	WA
Report 1462: Sound heard month earlier than another report in same area | Class B | Yakima County 	2000-06-13T12:00:00Z	-121.2981	46.87139000000001	1462	B	53077	Yakima	WA
Report 1478: Worse than something dead smell encountered by two fishermen | Class B | King County 	1996-02-17T12:00:00Z	-121.7731	47.43170000000001	1478	B	53033	King	WA
Report 1564: "Brinson Monster"  | Class B | Lewis County 	1967-08-18T12:00:00Z	-122.9367	46.49139	1564	B	53041	Lewis	WA
Report 1565: Tracks found near a mountainside clear cut | Class B | Lewis County 	1980-11-12T12:00:00Z	-121.4625	46.55138999999999	1565	B	53041	Lewis	WA
Report 1567: Hikers find a large track | Class B | Mason County 	1996-04-14T12:00:00Z	-123.2334	47.35419999999999	1567	B	53045	Mason	WA
Report 1569: Screams heard by hunters | Class B | Okanogan County 	1997-10-15T12:00:00Z	-120.1075	48.61972	1569	B	53047	Okanogan	WA
Report 1572: Campers hear loud scream in National Forest | Class B | Pend Oreille County 	1996-08-24T12:00:00Z	-117.4694	48.66611	1572	B	53051	Pend Oreille	WA
Report 1584: Loud knocking of wood striking another piece of wood | Class B | Pierce County 	2000-03-13T12:00:00Z	-122.5386	47.00444	1584	B	53053	Pierce	WA
Report 1585: Witness reports bad smell and a scream | Class B | Thurston County 	1985-07-26T12:00:00Z	-122.7607	46.9363	1585	B	53067	Thurston	WA
Report 1586: Loud vocalizations sounds heard | Class B | Pierce County 	1999-08-18T12:00:00Z	-122.5789	47.32944	1586	B	53053	Pierce	WA
Report 1589: Two hunters find large track | Class B | Pierce County 	1979-11-16T12:00:00Z	-121.8211	47.05472000000001	1589	B	53053	Pierce	WA
Report 1591: Sounds heard answered by another more distant source | Class B | Pierce County 	1996-01-01T12:00:00Z	-122.5819	47.37239999999999	1591	B	53053	Pierce	WA
Report 1593: Sounds heard like growling | Class B | Pierce County 	1980-04-16T12:00:00Z	-122.4328	47.15556	1593	B	53053	Pierce	WA
Report 1612: Screams terrify campers near Mt. St. Helens | Class B | Cowlitz County 	1972-08-15T12:00:00Z	-122.1967	46.06332999999999	1612	B	53059	Skamania	WA
Report 1620: Family on vacation find tracks in an isolated area.  | Class B | Skamania County 	1969-03-09T12:00:00Z	-121.7913	46.3341	1620	B	53059	Skamania	WA
Report 1647: Witness heard what sounded like sticks being beaten on wood | Class B | Skamania County 	1998-06-18T12:00:00Z	-122.0514	46.17860999999999	1647	B	53059	Skamania	WA
Report 1669: Witness saw a large man-like figure deep in the woods | Class B | Snohomish County 	1998-08-28T12:00:00Z	-121.8134	47.8895	1669	B	53061	Snohomish	WA
Report 1680: Young boy awakened by a loud roaring scream (Part 1) | Class B | Thurston County 	1973-08-15T12:00:00Z	-122.4133	46.803	1680	B	53067	Thurston	WA
Report 1681: Young boy awakened by a loud roaring scream (Part 2) | Class B | Thurston County 	1981-09-16T12:00:00Z	-122.4133	46.803	1681	B	53067	Thurston	WA
Report 1684: Husband and wife harassed by unseen creatures at their camp late at night | Class B | Whatcom County 	1976-06-16T12:00:00Z	-122.1483	48.78056000000001	1684	B	53073	Whatcom	WA
Report 1690: Hunters hear unusual animal stalking them at night.  | Class B | Yakima County 	1996-11-01T12:00:00Z	-121.1458	46.5602	1690	B	53077	Yakima	WA
Report 1691: Tracks found in deep snow | Class B | Spokane County 	1961-12-28T12:00:00Z	-117.1153	47.92528	1691	B	53063	Spokane	WA
Report 1721: Children find 19" tracks in snow | Class B | Snohomish County 	1975-04-16T12:00:00Z	-121.705	48.2688	1721	B	53061	Snohomish	WA
Report 1731: 25-50 Footprints found near Orting | Class B | Pierce County 	1978-04-30T12:00:00Z	-122.0874	47.09449999999999	1731	B	53053	Pierce	WA
Report 1766: Family finds track and scat pile while hiking southeast of Mt. St. Helens | Class B | Skamania County 	1998-08-27T12:00:00Z	-122.015	46.10444	1766	B	53059	Skamania	WA
Report 1815: Hiker encounters intimidating beating sounds and heavy running footsteps | Class B | King County 	2000-05-15T12:00:00Z	-121.6594	47.16079999999999	1815	B	53033	King	WA
Report 1841: Fishing guides thought they were chased onto a dam | Class B | King County 	1994-09-10T12:00:00Z	-121.725	47.41	1841	B	53033	King	WA
Report 1895: Four hunters find large tracks in snow outside their camp | Class B | Kittitas County 	1970-11-22T12:00:00Z	-120.2758	47.19944	1895	B	53037	Kittitas	WA
Report 1904: Mountain climbers hear loud scream on Mount St. Helens | Class B | Skamania County 	2001-03-04T12:00:00Z	-122.1283	46.10861	1904	B	53059	Skamania	WA
Report 1917: BFRO field investigator finds sasquatch tracks in the snow | Class B | Walla Walla County 	2000-03-06T12:00:00Z	-118.0519	46.0675	1917	B	53071	Walla Walla	WA
Report 1996: Screams wake campers on consecutive nights at Cle Elum Lake | Class B | Kittitas County 	2004-10-16T12:00:00Z	-121.0777	47.2842	1996	B	53037	Kittitas	WA
Report 2268: Three campers near Bumping Lake hear vocalizations from Nelson Ridge | Class B | Yakima County 	2000-07-25T12:00:00Z	-121.2764	46.82167	2268	B	53077	Yakima	WA
Report 2602: Loud vocalizations heard near Stevens Pass | Class B | King County 	1970-04-14T12:00:00Z	-121.1544	47.7117	2602	B	53033	King	WA
Report 2760: Environmental Engineer hears calling and responding screams | Class B | Mason County 	2001-07-03T12:00:00Z	-123.1583	47.26409999999999	2760	B	53045	Mason	WA
Report 3024: Campers hear vocalizations and find possible prints near Skookum Meadow | Class B | Skamania County 	2001-08-11T12:00:00Z	-121.8	46.1333	3024	B	53059	Skamania	WA
Report 3188: Spelunkers hear loud, garbled howls on consecutive nights near Trout Lake | Class B | Skamania County 	2001-08-15T12:00:00Z	-121.6667	45.9667	3188	B	53059	Skamania	WA
Report 3379: Loud vocalizations heard above Riffe Lake | Class B | Lewis County 	1990-10-15T12:00:00Z	-122.4275	46.5347	3379	B	53041	Lewis	WA
Report 3585: Hikers find nest-like structure in dense forest north of Monroe | Class B | Snohomish County 	2001-08-01T12:00:00Z	-121.9697	47.85556	3585	B	53061	Snohomish	WA
Report 3613: Late at night, man hears powerful vocalizations south of Port Townsend | Class B | Jefferson County 	2004-10-10T12:00:00Z	-122.8241	48.09725000000001	3613	B	53031	Jefferson	WA
Report 3623: Two deer hunters find tracks near Buckhorn Mountain | Class B | Okanogan County 	2001-10-12T12:00:00Z	-118.9844	48.40611	3623	B	53047	Okanogan	WA
Report 3673: Woman finds large tracks on her property near Clayton, Wa | Class B | Stevens County 	2004-10-17T12:00:00Z	-117.6454	47.981	3673	B	53065	Stevens	WA
Report 3759: Elk hunters encounter large animal and hear vocalizations near Rimrock Lake | Class B | Yakima County 	2001-10-29T12:00:00Z	-121.0638	46.621	3759	B	53077	Yakima	WA
Report 3786: Bow hunters find footprint and hear vocalizations near Indian Heaven Wilderness | Class B | Skamania County 	2000-09-15T12:00:00Z	-121.7064	46.08514999999999	3786	B	53059	Skamania	WA
Report 3800: Bowhunters find track and hear vocalizations near Indian Heaven Wilderness | Class B | Skamania County 	1999-09-06T12:00:00Z	-121.7944	46.10359999999999	3800	B	53059	Skamania	WA
Report 4323: Two hunters hear nighttime vocalizations near Darrington | Class B | Snohomish County 	1973-10-20T12:00:00Z	-121.8078	48.2775	4323	B	53061	Snohomish	WA
Report 4392: Camper hears heavy footsteps at night around tent at Baker Lake | Class B | Whatcom County 	1982-07-11T12:00:00Z	-121.6278	48.72917	4392	B	53073	Whatcom	WA
Report 4403: Late night encounter by young campers in Maple Valley Wa | Class B | King County 	1975-07-31T12:00:00Z	-122.0375	47.40667	4403	B	53033	King	WA
Report 4669: Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock | Class B | Cowlitz County 	1970-07-01T12:00:00Z	-122.82	46.37	4669	B	53015	Cowlitz	WA
Report 4985: Vocalizations heard by couple at dawn near Randle | Class B | Lewis County 	2002-09-19T12:00:00Z	-122.0252	46.52559999999999	4985	B	53041	Lewis	WA
Report 5136: Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake | Class B | Kittitas County 	2004-12-07T12:00:00Z	-121.1008	47.3991	5136	B	53037	Kittitas	WA
Report 5162: Man hunting deer finds unusual feces and hears animal | Class B | Chelan County 	2002-10-17T12:00:00Z	-120.319	47.48219999999999	5162	B	53007	Chelan	WA
Report 5176: Several sets of tracks found near Skookum Meadows | Class B | Skamania County 	2002-10-20T12:00:00Z	-121.9191	46.09690000000001	5176	B	53059	Skamania	WA
Report 5186: Campers hear loud vocalizations at Fish lake. | Class B | Chelan County 	2005-01-20T12:00:00Z	-120.718	47.8323	5186	B	53007	Chelan	WA
Report 5249: Man exploring canyons southeast of Grand Coulee is growled at by unknown animal | Class B | Lincoln County 	2004-10-13T12:00:00Z	-118.9505	47.9093	5249	B	53043	Lincoln	WA
Report 5725: Man hears loud vocalization while woodworking on his porch | Class B | Pierce County 	2002-11-15T12:00:00Z	-122.2864	47.0586	5725	B	53053	Pierce	WA
Report 5953: Family hunting near Wahkiacus is stalked by a large animal | Class B | Klickitat County 	2003-04-23T12:00:00Z	-121.1692	45.88038999999999	5953	B	53039	Klickitat	WA
Report 6058: Sol Duc River fisherman experiences large animal crashing through heavy brush | Class B | Clallam County 	2005-04-05T12:00:00Z	-124.5301	47.9477	6058	B	53009	Clallam	WA
Report 6527: Campers find a large track | Class B | Snohomish County 	2003-06-21T12:00:00Z	-121.3676	47.8901	6527	B	53061	Snohomish	WA
Report 6559: Multiple screams heard | Class B | Skamania County 	2003-06-25T12:00:00Z	-121.9192	46.21583	6559	B	53059	Skamania	WA
Report 6712: Campers hear complex vocalization | Class B | Okanogan County 	1994-06-15T12:00:00Z	-119.7023	48.9138	6712	B	53047	Okanogan	WA
Report 6814: Couple Sees Large Animal and Hears Vocalizations and Knocks | Class B | Jefferson County 	2000-06-17T12:00:00Z	-123.8979	47.4645	6814	B	53027	Grays Harbor	WA
Report 6864: Campers hear footfalls, rock clicking and find foorprints | Class B | Whatcom County 	2003-08-15T12:00:00Z	-121.6967	48.9058	6864	B	53073	Whatcom	WA
Report 6990: Scream heard while staying overnight near Greenwater | Class B | Pierce County 	2003-12-09T12:00:00Z	-121.5497	47.02279999999999	6990	B	53053	Pierce	WA
Report 7038: Large footprints found in snow above Packwood | Class B | Lewis County 	2002-11-02T12:00:00Z	-121.6606	46.7225	7038	B	53041	Lewis	WA
Report 7439: Fisherman observes large rock flung into Hamma Hamma River | Class B | Mason County 	1978-07-15T12:00:00Z	-123.1208	47.5958	7439	B	53045	Mason	WA
Report 7481: Children have sighting near Alder Lake | Class B | Pierce County 	1981-05-31T12:00:00Z	-122.2738	46.79955	7481	B	53053	Pierce	WA
Report 7580: Man shares encounters of an unknown subject | Class B | Mason County 	2004-11-16T12:00:00Z	-123.4898	47.22930000000001	7580	B	53045	Mason	WA
Report 7593: Stevenson Ridge vocalization startles father and son | Class B | Skamania County 	2005-02-05T12:00:00Z	-121.8864	45.723	7593	B	53059	Skamania	WA
Report 8197: Hartstene Island homeowners find footprints and hear strange vocalizations | Class B | Mason County 	2004-06-08T12:00:00Z	-122.885	47.23194000000001	8197	B	53045	Mason	WA
